Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag,BP_RP
0.00039019,-1.6,10.07918,0.6812666059,2.3687374976,0.681,-0.266,3.7704,4.571,1,0.0,0.542,0.0,0.0,0.0,0.0,0.0,-1,-3.93e-14,0.0,0.8236,0.1761,5.547e-05,1.501e-05,0.0001365,-1.0,0.0003266,5.435,18.053394585211276,18.345394585211274,17.585394585211276,0.759999999999998
0.00039019,-1.6,10.07918,0.6918391585,2.3739939406,0.692,-0.214,3.7758,4.547,1,0.0,0.541,0.0,0.0,0.0,0.0,0.0,-1,-3.36e-14,0.0,0.8286,0.1711,5.418e-05,1.467e-05,0.0001334,-1.0,0.0002615,5.305,17.926394585211277,18.207394585211276,17.470394585211274,0.7370000000000019
0.00039019,-1.6,10.07918,0.6999999881,2.3779266974,0.7,-0.173,3.7798,4.527,1,0.0,0.541,0.0,0.0,0.0,0.0,0.0,-1,-5.48e-14,0.0,0.8327,0.1671,5.313e-05,1.439e-05,0.0001309,-1.0,0.0002664,5.202,17.825394585211274,18.098394585211274,17.377394585211274,0.7210000000000001
0.00039019,-1.6,10.07918,0.7024201155,2.3790727879,0.702,-0.161,3.781,4.521,1,0.0,0.541,0.0,0.0,0.0,0.0,0.0,-1,-5.66e-14,0.0,0.8341,0.1656,5.273e-05,1.429e-05,0.00013,-1.0,0.0002716,5.171,17.794394585211275,18.066394585211274,17.349394585211275,0.7169999999999987
0.00039019,-1.6,10.07918,0.7120639086,2.3835509171,0.712,-0.109,3.7855,4.493,1,0.0,0.539,0.0,0.0,0.0,0.0,0.0,-1,-6.53e-14,0.0,0.8397,0.16,5.114e-05,1.39e-05,0.0001266,-1.0,0.0002662,5.043,17.668394585211274,17.931394585211276,17.233394585211276,0.6980000000000004
0.00039019,-1.6,10.07918,0.7205284834,2.3873680824,0.72,-0.062,3.7893,4.467,1,0.0,0.537,0.0,0.0,0.0,0.0,0.0,-1,-7.47e-14,0.0,0.8445,0.1552,4.98e-05,1.357e-05,0.0001236,-1.0,0.0002615,4.925,17.552394585211275,17.807394585211277,17.125394585211275,0.6820000000000022
0.00039019,-1.6,10.07918,0.7288860083,2.3910371159,0.728,-0.013,3.793,4.437,1,0.0,0.535,0.0,0.0,0.0,0.0,0.0,-1,-8.59e-14,0.0,0.849,0.1507,4.855e-05,1.327e-05,0.000121,-1.0,0.0002721,4.802,17.430394585211275,17.679394585211277,17.012394585211275,0.6670000000000016
0.00039019,-1.6,10.07918,0.7360637784,2.3941118612,0.736,0.032,3.7961,4.409,1,0.0,0.533,0.0,0.0,0.0,0.0,0.0,-1,-9.78e-14,0.0,0.8527,0.147,4.756e-05,1.302e-05,0.0001188,-1.0,0.0002656,4.691,17.320394585211275,17.563394585211274,16.909394585211274,0.6539999999999999
0.00039019,-1.6,10.07918,0.7430173159,2.3970254958,0.742,0.077,3.799,4.379,1,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1.21e-14,0.0,0.856,0.1437,4.667e-05,1.281e-05,0.000117,-1.0,0.0002628,4.577,17.207394585211276,17.445394585211275,16.803394585211276,0.6419999999999995
0.00039019,-1.6,10.07918,0.7499712706,2.3998772531,0.749,0.125,3.8016,4.346,1,0.0,0.53,0.0,0.0,0.0,0.0,0.0,-1,-1.26e-13,0.0,0.8591,0.1406,4.587e-05,1.262e-05,0.0001153,-1.0,0.000273,4.457,17.087394585211275,17.321394585211273,16.689394585211275,0.6319999999999979
